EMPLOYEEID,EMPLOYEEACCESS,Name,ACCESS,EMAIL,EmployeeGender,EmployeeDept,EmployeeBusinessUnit,EmployeeJobTitle,EMPLOYEEREGION,EmployeeCountry,EmployeeState,EmployeeCity,EmployeeJobClass,EmployeeManager,EmployeeEmploymentType,BAND,PERFRATING,EmployeeEthnicity,DOB,HIREDATE,DPDate,EmployeeActiveFlag,RECRUIT,SALARY,TOTALCOMP,OMITGROUP
117,117,Yeo Reese,USER,Yeo.eese@bnna.com,Female,Sales,Project Management,"Director, Project Management",AMERICAS,USA,NY,New York,Senior Manager,Y,PTE,2,B,White,24906,37324,41707,Y,Job Fair,102746,55524,Sales
118,118,Louis Harmon,USER,Louis.Harmon@bnna.com,Male,Sales,Project Management,Project Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,7,B,Hispanic or Latino,20187,32241,41737,Y,Job Fair,146825,13721,Sales
119,119,Reed Delaney,USER,Reed.laney@bnna.com,Male,Sales,Project Management,Project Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,6,B,Asian,23041,39477,41669,Y,Job Fair,117999,23709,Sales
120,120,Chadwick Henson,USER,Chadwick.ck Henson@bnna.com,Male,Sales,Project Management,Project Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,6,B,White,21515,36490,41969,Y,Internal,84889,9301,Sales
121,121,Axel Daugherty,USER,Axel.herty@bnna.com,-,Sales,Project Management,Project Manager,AMERICAS,USA,CA,San Francisco,Manager,Y,FTE,6,B,Black or African American,23086,35505,41714,Y,Internal,85949,15028,Sales
122,122,Chi-Mi Lim,USER,Chi-Mi.-Mi Lim@bnna.com,Male,Sales,Project Management,Project Manager,AMERICAS,Canada,ON,Toronto,Manager,Y,FTE,6,C,Asian,22565,37175,41923,Y,Internal,109895,21646,Sales
123,123,Geoffrey Woodward,USER,Geoffrey. Woodward@bnna.com,Male,Sales,Project Management,Project Support Specialist,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,Other,27360,36491,41970,Y,Internal,27983,0,Sales
124,124,Obert Tibor,USER,Obert. Tibor@bnna.com,Male,Sales,Project Management,Project Support Specialist,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,Unknown,24255,39596,41787,Y,Internal,32324,0,Sales
125,125,Pascal Lanuit,USER,Pascal. Lanuit@bnna.com,Male,Sales,Project Management,Project Support Specialist,EMEA,France,,Paris,Contributor,N,PTE,2,B,Other,23795,30734,41692,Y,None,28767,0,Sales
126,126,Stone Pennington,USER,Stone.ington@bnna.com,Male,Sales,Project Management,Project Support Specialist,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,A,White,26529,39678,41869,Y,None,21316,0,Sales
127,127,Emery Garrison,USER,Emery.rrison@bnna.com,Male,Sales,Project Management,Project Support Specialist,EMEA,UK,England,London,Contributor,N,FTE,3,D,White,21145,32833,41964,Y,None,35575,1571,Sales
128,128,Sylvia Weiss,USER,Sylvia.a Weiss@bnna.com,Female,Sales,Project Management,Project Support Specialist,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,C,Hispanic or Latino,31582,41444,41809,N,Recruiter,51075,1879,Sales
129,129,Bertil Ridderstolpe,USER,Bertil.rstolpe@bnna.com,Male,Sales,Project Management,Project Coordinator,EMEA,France,,Paris,Contributor,N,FTE,3,B,Other,23116,39553,41744,Y,None,42090,1507,Sales
130,130,Hanna Duffy,USER,Hanna. Duffy@bnna.com,Female,Sales,Project Management,Project Coordinator,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,C,Black or African American,23127,35546,41755,Y,None,47505,2421,Sales
131,131,Catharina Ceelen,USER,Catharina.ina Ceelen@bnna.com,Female,Sales,Project Management,Project Coordinator,EMEA,UK,England,London,Contributor,N,PTE,3,B,Other,25877,39026,41948,Y,Internal,48774,781,Sales
132,132,Harrison Downs,USER,Harrison.son Downs@bnna.com,Female,Sales,Project Management,Project Coordinator,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,3,B,White,31996,41128,41858,N,Recruiter,55320,679,Sales
190,190,Alfonso Sweet,USER,Alfonso.so Sweet@bnna.com,Male,Services,Services - AMERICAS,"VP, Services",AMERICAS,USA,NY,New York,Senior Manager,Y,FTE,8,A,Hispanic or Latino,25646,38065,41717,Y,Website,243843,51322,Services
191,191,Ashton Chase,USER,Ashton.n Chase@bnna.com,Male,Services,Services - AMERICAS,Service Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,5,D,White,24073,39779,41970,Y,Job Fair,91277,11130,Services
192,192,Alexandra Cochran,USER,Alexandra.ra Cochran@bnna.com,Female,Services,Services - AMERICAS,Technician,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,White,19725,33239,41640,Y,Job Fair,36502,1363,Services
193,193,Ferris Daugherty,USER,Ferris.ugherty@bnna.com,Male,Services,Services - AMERICAS,Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Unknown,20032,33546,41947,Y,Job Fair,13027,0,Services
194,194,Omar Ashley,USER,Omar.shley@bnna.com,Male,Services,Services - AMERICAS,Technician,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,White,22408,39575,41766,Y,Job Fair,43654,2789,Services
195,195,Harding Snider,USER,Harding.g Snider@bnna.com,Male,Services,Services - AMERICAS,Technician,AMERICAS,USA,NY,New York,Contributor,N,FTE,4,B,Black or African American,29775,39637,41828,Y,Internal,50433,3360,Services
196,196,Brianna Hinton,USER,Brianna.a Hinton@bnna.com,Female,Services,Services - AMERICAS,Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Hispanic or Latino,19962,35668,41877,Y,Internal,26483,0,Services
197,197,Anja Breitfeld,USER,Anja.tfeld@bnna.com,Male,Services,Services - AMERICAS,Technician,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,A,White,22909,38615,41902,Y,Internal,43615,296,Services
198,198,Colt Miranda,USER,Colt.randa@bnna.com,Male,Services,Services - AMERICAS,Service Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,6,B,Black or African American,23653,30592,41915,Y,Internal,123541,18378,Services
199,199,Martine Vachon,USER,Martine.e Vachon@bnna.com,Male,Services,Services - Denmark,Technician,EMEA,France,,Paris,Contributor,N,FTE,4,C,White,19852,35558,41767,Y,Internal,48040,8803,Services
200,200,Francis Pollard,USER,Francis. Pollard@bnna.com,Male,Services,Services - Finland,Service Manager,EMEA,France,,Paris,Manager,Y,FTE,5,B,White,23752,32152,41649,Y,None,65021,2739,Services
201,201,Robert Robino,USER,Robert. Robino@bnna.com,Male,Services,Services - Finland,Technician,EMEA,France,,Paris,Contributor,N,FTE,3,B,White,24388,41555,41920,Y,None,63401,202,Services
202,202,Rigel Davenport,USER,Rigel.enport@bnna.com,Male,Services,Services - Finland,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Other,22483,30153,41841,Y,None,61993,84,Services
203,203,Joel Glover,USER,Joel.lover@bnna.com,Male,Services,Services - Finland,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,D,Hispanic or Latino,31353,39023,41945,Y,None,34986,0,Services
204,204,Suki Kerr,USER,Suki. Kerr@bnna.com,Female,Services,Services - Finland,Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,C,Other,26303,41279,41644,N,Recruiter,35644,1768,Services
205,205,Kessie Travis,USER,Kessie. Travis@bnna.com,Female,Services,Services - Finland,Technician,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,C,Unknown,29105,41159,41889,N,Recruiter,20871,0,Services
206,206,Johanna Krieger,USER,Johanna. Krieger@bnna.com,Male,Services,Services - France,Service Manager,APAC,Japan,Tokyo Metropolis,Tokyo,Manager,Y,FTE,5,B,Black or African American,23359,37239,41987,Y,Internal,94306,11074,Services
207,207,Armando Fusillo,USER,Armando. Fusillo@bnna.com,Male,Services,Services - France,Technician,EMEA,Finland,,Stockholm,Contributor,N,PTE,2,B,Black or African American,19963,37130,41878,Y,None,12989,0,Services
208,208,Liberio Borges,USER,Liberio.o Borges@bnna.com,Female,Services,Services - France,Technician,EMEA,Finland,,Stockholm,Contributor,N,PTE,2,B,Hispanic or Latino,27166,37028,41776,Y,None,32387,0,Services
209,209,Lila Molina,USER,Lila.olina@bnna.com,Female,Services,Services - France,Technician,EMEA,UK,England,London,Contributor,N,FTE,3,B,Other,30208,38609,41896,Y,None,61201,690,Services
210,210,Kalia Phelps,USER,Kalia.Phelps@bnna.com,Female,Services,Services - France,Technician,EMEA,UK,England,London,Contributor,N,FTE,3,B,White,31291,40422,41883,Y,Website,61498,2441,Services
211,211,Kazuya Yamaguchi,USER,Kazuya.maguchi@bnna.com,Female,Services,Services - France,Technician,EMEA,UK,England,London,Contributor,N,PTE,2,B,Other,22077,38878,41800,Y,Website,39574,0,Services
212,212,Oscar Aguilar,USER,Oscar.guilar@bnna.com,Male,Services,Services - France,Technician,EMEA,UK,England,London,Contributor,N,PTE,2,C,Black or African American,25001,40706,41802,Y,Internal,34855,0,Services
213,213,Aitana Ferreira,USER,Aitana.erreira@bnna.com,-,Services,Services - France,Technician,EMEA,UK,England,London,Contributor,N,PTE,2,C,Hispanic or Latino,25320,41391,41756,Y,New Hire Program,12278,0,Services
214,214,Bruno Garcia,USER,Bruno.Garcia@bnna.com,Male,Services,Services - France,Technician,EMEA,UK,England,London,Contributor,N,PTE,2,C,Other,21508,30274,41962,Y,New Hire Program,15992,0,Services
215,215,Keefe Snyder,USER,Keefe.Snyder@bnna.com,Male,Services,Services - Germany,Service Manager,EMEA,UK,England,London,Manager,Y,FTE,6,B,Black or African American,22708,36953,41701,Y,Website,119886,17854,Services
216,216,Arjan Schuman,USER,Arjan.chuman@bnna.com,Male,Services,Services - Germany,Technician,EMEA,UK,England,London,Contributor,N,PTE,1,A,Other,20941,31898,41760,Y,Website,29398,0,Services
217,217,Emi Leonard,USER,Emi.nard@bnna.com,Female,Services,Services - Germany,Technician,EMEA,UK,England,London,Contributor,N,PTE,2,D,White,21519,30650,41973,Y,Internal,33938,0,Services
218,218,Brad Johnson,USER,Brad.hnson@bnna.com,Male,Services,Services - Germany,Technician,EMEA,UK,England,London,Contributor,N,PTE,1,A,Asian,23901,39972,41798,Y,New Hire Program,34231,0,Services
219,219,Irene Garrison,USER,Irene.rrison@bnna.com,Female,Services,Services - Germany,Technician,EMEA,France,,Paris,Contributor,N,PTE,1,B,Other,28014,38241,41893,Y,College Hire,37718,0,Services
220,220,Anouk Petit,USER,Anouk. Petit@bnna.com,Female,Services,Services - Germany,Technician,EMEA,France,,Paris,Contributor,N,PTE,1,B,Unknown,30916,39682,41873,Y,College Hire,20419,0,Services
221,221,Jemima Bullock,USER,Jemima.Bullock@bnna.com,Female,Services,Services - Germany,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Black or African American,25909,37232,41980,Y,College Hire,63353,981,Services
222,222,Orson Terry,USER,Orson. Terry@bnna.com,Male,Services,Services - Operations,Service Operations Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,6,B,Hispanic or Latino,26208,41184,41914,Y,College Hire,107282,10639,Services
223,223,Althea Rojas,USER,Althea.a Rojas@bnna.com,Female,Services,Services - Sweden,Service Manager,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Unknown,33585,41621,41986,Y,College Hire,49339,1802,Services
224,224,Vernon Branch,USER,Vernon. Branch@bnna.com,Male,Services,Services - Sweden,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,A,White,23103,36983,41731,Y,Internal,54494,2885,Services
225,225,Dorian Merrill,USER,Dorian.Merrill@bnna.com,Male,Services,Services - Sweden,Technician,EMEA,UK,England,London,Contributor,N,PTE,1,B,White,22756,39558,41749,Y,Website,25233,0,Services
226,226,Fletcher Lewis,USER,Fletcher.her Lewis@bnna.com,Male,Services,Services - Sweden,Technician,EMEA,UK,England,London,Contributor,N,PTE,1,C,White,27484,34789,41729,Y,Internal,39979,0,Services
227,227,Roger Bakker,USER,Roger.Bakker@bnna.com,Male,Services,Services - Sweden,Technician,EMEA,France,,Paris,Contributor,N,PTE,1,B,White,23854,39560,41751,Y,Website,30580,0,Services
228,228,Clementine Irwin,USER,Clementine.ntine Irwin@bnna.com,Female,Services,Services - Sweden,Technician,EMEA,France,,Paris,Contributor,N,PTE,2,B,Asian,22534,32761,41892,Y,Job Fair,35718,0,Services
229,229,Oscar Colon,USER,Oscar. Colon@bnna.com,Male,Services,Services - Training,Training Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,5,B,White,24739,39349,41906,Y,Job Fair,89615,4928,Services
230,230,Carole Claudel,USER,Carole.Claudel@bnna.com,Female,Services,Services - Training,Training Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,5,D,White,26528,33833,41868,Y,Job Fair,98860,6423,Services
231,231,Ariel Sheppard,USER,Ariel.eppard@bnna.com,Female,Services,Services - Training,Product Trainer,AMERICAS,USA,IL,Chicago,Contributor,N,FTE,3,A,Asian,29939,40166,41992,Y,Job Fair,60520,2774,Services
232,232,Isabelle David,USER,Isabelle.lle David@bnna.com,Female,Services,Services - Training,Product Trainer,AMERICAS,USA,IL,Chicago,Contributor,N,PTE,2,A,Unknown,30762,39893,41719,Y,Internal,10759,0,Services
233,233,Greg Belding,USER,Greg.lding@bnna.com,-,Services,Services - Training,Product Trainer,AMERICAS,USA,CA,Los Angeles,Contributor,N,PTE,1,B,White,30428,39925,41751,Y,Internal,12382,0,Services
234,234,Hui-To Yoo,USER,Hui-To.-To Yoo@bnna.com,Male,Services,Services - Training,Product Trainer,AMERICAS,USA,CA,San Francisco,Contributor,N,FTE,3,B,Hispanic or Latino,23146,37026,41774,Y,Internal,35597,2206,Services
235,235,Cameran Allison,USER,Cameran. Allison@bnna.com,Female,Services,Services - Training,Product Trainer,AMERICAS,USA,TX,Dallas,Contributor,N,PTE,2,B,Hispanic or Latino,23288,33515,41916,Y,Internal,18037,0,Services
236,236,Alexandra Haase,USER,Alexandra.ndra Haase@bnna.com,Female,Services,Services - Training,Training Manager,EMEA,UK,England,London,Manager,Y,FTE,6,B,White,20538,35513,41722,Y,Internal,123032,15557,Services
237,237,Beata Laurent,USER,Beata.aurent@bnna.com,Male,Services,Services - Training,Product Trainer,EMEA,UK,England,London,Contributor,N,FTE,3,B,Asian,21551,36892,41640,Y,None,59220,227,Services
238,238,Mel Richards,USER,Mel.ards@bnna.com,Male,Services,Services - Training,Product Trainer,EMEA,France,,Paris,Contributor,N,FTE,3,B,Hispanic or Latino,27218,39271,41828,Y,None,44013,2778,Services
239,239,Dalton Clements,USER,Dalton.lements@bnna.com,Male,Services,Services - Training,Product Trainer,EMEA,France,,Paris,Contributor,N,PTE,1,C,White,19736,32885,41651,Y,None,16368,0,Services
240,240,Keegan Foley,USER,Keegan.n Foley@bnna.com,Male,Services,Services - Training,Product Trainer,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,C,White,21335,37041,41789,N,None,22640,0,Services
241,241,Jemima Greer,USER,Jemima.a Greer@bnna.com,Female,Services,Services - UK,Service Manager,EMEA,UK,England,London,Manager,Y,FTE,5,C,Black or African American,19460,30052,41740,Y,None,95686,5050,Services
242,242,Émile Clermont,USER,Émile.ermont@bnna.com,Female,Services,Services - UK,Technician,EMEA,UK,England,London,Contributor,N,FTE,3,B,Other,22937,37182,41930,Y,None,55415,2737,Services
243,243,Xing Yu,USER,Xing.ng Yu@bnna.com,-,Services,Services - UK,Technician,EMEA,France,,Paris,Contributor,N,FTE,3,A,Unknown,20706,33489,41890,Y,Internal,48621,281,Services
244,244,Yardley Sweet,USER,Yardley.ey Sweet@bnna.com,Male,Services,Services - UK,Technician,EMEA,France,,Paris,Contributor,N,FTE,3,D,White,20670,37106,41854,Y,None,57688,2731,Services
245,245,Angela Hunter,USER,Angela. Hunter@bnna.com,-,Services,Services - UK,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,A,Black or African American,30201,40063,41889,Y,None,35150,2685,Services
246,246,Pilar Diaz,USER,Pilar.r Diaz@bnna.com,Male,Services,Services - UK,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,FTE,3,B,Hispanic or Latino,24693,40034,41860,Y,None,50852,1434,Services
247,247,Benedikt Armfelt,USER,Benedikt.t Armfelt@bnna.com,Male,Services,Services - UK,Technician,EMEA,France,,Paris,Contributor,N,PTE,2,B,Unknown,29179,36484,41963,Y,Website,28260,0,Services
248,248,Viviam Barros,USER,Viviam. Barros@bnna.com,Male,Services,Services - UK,Technician,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,B,Black or African American,28336,40024,41850,Y,Website,11901,0,Services
249,249,Rahim Kent,USER,Rahim.m Kent@bnna.com,Male,Services,Services - UK,Technician,AMERICAS,USA,CA,San Francisco,Contributor,N,PTE,2,B,Unknown,27574,37436,41819,Y,Internal,28617,0,Services
257,257,Baltus Dahl,USER,Baltus.us Dahl@bnna.com,Male,Operations,Customer Service,"Director, Customer Service",AMERICAS,USA,NY,New York,Senior Manager,Y,FTE,7,D,White,25076,37129,41877,Y,College Hire,82783,25580,Operations
258,258,Aidan Wood,USER,Aidan.n Wood@bnna.com,Male,Operations,Customer Service,"Manager, Customer Satisfaction",AMERICAS,USA,NY,New York,Manager,Y,FTE,5,A,White,28494,36164,41643,Y,College Hire,73244,10890,Operations
259,259,Boris Cunningham,USER,Boris.ingham@bnna.com,Male,Operations,Customer Service,"Manager, Support Renewals",AMERICAS,USA,NY,New York,Manager,Y,FTE,5,A,White,28745,39703,41894,Y,College Hire,66466,9097,Operations
260,260,Chengde Wú,USER,Chengde[.]engde Wú@bnna.com,-,Operations,Customer Service,Regional Support Manager,AMERICAS,USA,NY,New York,Manager,Y,FTE,6,B,Unknown,25775,35272,41846,Y,College Hire,94325,8806,Operations
261,261,Guy Laurin,USER,Guy.urin@bnna.com,Male,Operations,Customer Service,Systems Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,1,B,Unknown,19353,33232,41998,Y,College Hire,32409,0,Operations
262,262,Luis Nuoez,USER,Luis.Nuoez@bnna.com,Female,Operations,Customer Service,Systems Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Black or African American,32987,41023,41753,Y,Internal,56509,2344,Operations
263,263,Rooney Adams,USER,Rooney.y Adams@bnna.com,Male,Operations,Customer Service,Technical Support Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,3,B,Other,26234,41210,41940,Y,Website,49320,317,Operations
264,264,Agnietje Visser,USER,Agnietje.je Visser@bnna.com,Female,Operations,Customer Service,Technical Support Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Unknown,25857,40102,41928,Y,Internal,11189,0,Operations
265,265,Oscar Rowland,USER,Oscar.owland@bnna.com,Male,Operations,Customer Service,Technical Support Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,25191,39070,41992,Y,Website,22122,0,Operations
266,266,Magee Black,USER,Magee. Black@bnna.com,Male,Operations,Customer Service,Technical Support Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,White,20034,37201,41949,Y,Job Fair,20973,0,Operations
267,267,Thaddeus Booker,USER,Thaddeus.us Booker@bnna.com,Male,Operations,Customer Service,Technical Support Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,Other,22113,37453,41836,Y,Job Fair,16782,0,Operations
268,268,Connor Mcdaniel,USER,Connor.cdaniel@bnna.com,Male,Operations,Customer Service,Technical Support Analyst,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,C,White,24686,40027,41853,Y,Job Fair,18498,0,Operations
269,269,Stephanie Fuller,USER,Stephanie.nie Fuller@bnna.com,Female,Operations,Customer Service,Service Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,Unknown,21790,38592,41879,Y,Job Fair,31577,0,Operations
270,270,Conrad Brinkley,USER,Conrad.rinkley@bnna.com,Male,Operations,Customer Service,Service Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Unknown,24086,33948,41983,Y,Internal,31641,0,Operations
271,271,Marshall Murphy,USER,Marshall.ll Murphy@bnna.com,Male,Operations,Customer Service,Service Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,D,Asian,22182,38618,41905,Y,Internal,21489,0,Operations
272,272,Teresa Florez,USER,Teresa. Florez@bnna.com,Female,Operations,Customer Service,Service Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,A,Hispanic or Latino,23718,33214,41980,Y,Internal,38549,0,Operations
273,273,Camilla Collins,USER,Camilla. Collins@bnna.com,Female,Operations,Customer Service,Service Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,22704,39871,41697,Y,Internal,16147,0,Operations
274,274,Hillary Dotson,USER,Hillary.y Dotson@bnna.com,Female,Operations,Customer Service,Service Technician,AMERICAS,USA,NY,New York,Contributor,N,PTE,2,B,White,27339,39027,41949,Y,Internal,27755,0,Operations
275,275,Cathleen Richardson,USER,Cathleen.ichardson@bnna.com,Female,Operations,Customer Service,Customer Support Rep,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Black or African American,22154,35303,41877,Y,None,49927,735,Operations
276,276,Glenna Christian,USER,Glenna.ristian@bnna.com,Female,Operations,Customer Service,Customer Support Rep,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,Asian,30541,40038,41864,Y,None,43906,1628,Operations
277,277,Katherine Johnson,USER,Katherine.ne Johnson@bnna.com,Female,Operations,Customer Service,Customer Support Rep,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,Asian,21000,30131,41819,Y,None,57819,2318,Operations
278,278,Dave Smythe,USER,Dave.mythe@bnna.com,Male,Operations,Customer Service,Customer Support Rep,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,C,Black or African American,24639,37058,41806,Y,None,52207,1938,Operations
279,279,Rupert Rossi,USER,Rupert.t Rossi@bnna.com,Male,Operations,Customer Service,Systems Analyst,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,B,Asian,27369,40153,41979,Y,None,44040,524,Operations
280,280,Bryce Klassner,USER,Bryce.assner@bnna.com,Female,Operations,Customer Service,Systems Analyst,AMERICAS,USA,NY,New York,Contributor,N,FTE,3,A,White,28055,40108,41934,Y,None,38234,2374,Operations
